,Institution_ID,Institution_Type,Region,Total_Students,Total_Teachers,Student_Teacher_Ratio,Total_Classrooms,Avg_Classroom_Capacity,Classroom_Utilization_Rate,Smart_Classrooms,Computer_Labs,Lab_Utilization_Rate,Digital_Learning_Tools,Internet_Bandwidth_Mbps,Library_Resources,Learning_Outcome_Index,Student_Engagement_Index,Teacher_Workload_Index,Infrastructure_Quality_Index,Resource_Utilization_Index,Operational_Cost_Per_Student,Resource_Wastage_Index,Resource_Allocation_Status
1100,INS01101,Private,Rural,706,132,5.35,22,66,0.67,3,6,0.59,0.6,484,15722,0.69,0.45,0.55,0.71,0.94,3926,0.34,Moderately_Balanced
1101,INS01102,Government-Aided,Semi-Urban,2160,110,19.64,107,69,0.72,9,8,0.64,0.42,788,108229,0.6,0.87,0.48,0.54,0.93,4966,0.1,Moderately_Balanced
1102,INS01103,Public,Semi-Urban,2362,44,53.68,115,50,0.46,16,8,0.76,0.34,890,39532,0.83,0.51,0.57,0.79,0.71,2042,0.15,Moderately_Balanced
1103,INS01104,Private,Semi-Urban,2010,117,17.18,57,58,0.87,55,1,0.83,0.4,137,26571,0.69,0.56,0.47,0.71,0.48,2432,0.19,Needs_Improvement
1104,INS01105,Public,Urban,558,22,25.36,23,58,0.71,15,9,0.45,0.43,237,108885,0.87,0.91,0.48,0.62,0.41,4353,0.33,Moderately_Balanced
1105,INS01106,Government-Aided,Semi-Urban,1022,131,7.8,33,40,0.53,20,1,0.87,0.86,561,71300,0.92,0.48,0.67,0.43,0.95,2722,0.22,Moderately_Balanced
1106,INS01107,Government-Aided,Urban,1582,66,23.97,26,57,0.48,27,11,0.88,0.75,796,27981,0.93,0.53,0.59,0.58,0.54,1920,0.32,Needs_Improvement
1107,INS01108,Government-Aided,Urban,913,69,13.23,41,39,0.48,7,2,0.53,0.64,639,94008,0.58,0.71,0.71,0.59,0.37,1864,0.22,Needs_Improvement
1108,INS01109,Public,Rural,1994,143,13.94,115,34,0.58,28,9,0.66,0.26,820,74783,0.83,0.92,0.8,0.84,0.58,4632,0.11,Moderately_Balanced
1109,INS01110,Public,Rural,2278,109,20.9,72,54,0.7,5,7,0.85,0.82,301,95572,0.67,0.77,0.87,0.68,0.8,3517,0.22,Moderately_Balanced
1110,INS01111,Public,Rural,1112,86,12.93,39,62,0.88,29,10,0.65,0.64,317,83071,0.66,0.46,0.39,0.91,0.88,1668,0.08,Moderately_Balanced
1111,INS01112,Public,Urban,2086,21,99.33,59,46,0.9,1,1,0.65,0.69,733,69907,0.88,0.8,0.68,0.81,0.64,1466,0.09,Moderately_Balanced
1112,INS01113,Government-Aided,Urban,630,21,30.0,116,62,0.87,54,3,0.72,0.3,317,21184,0.52,0.63,0.65,0.7,0.53,2910,0.08,Needs_Improvement
1113,INS01114,Government-Aided,Urban,1516,84,18.05,62,54,0.61,57,14,0.8,0.82,627,19492,0.69,0.93,0.82,0.49,0.82,3530,0.05,Moderately_Balanced
1114,INS01115,Private,Semi-Urban,1844,110,16.76,64,62,0.6,46,1,0.75,0.83,58,62943,0.75,0.73,0.84,0.52,0.65,3251,0.1,Moderately_Balanced
1115,INS01116,Private,Urban,1697,135,12.57,95,38,0.94,30,5,0.73,0.87,336,61637,0.48,0.68,0.76,0.49,0.4,4194,0.16,Needs_Improvement
1116,INS01117,Public,Rural,686,68,10.09,58,56,0.79,24,4,0.59,0.62,779,33769,0.88,0.7,0.66,0.64,0.88,3864,0.07,Moderately_Balanced
1117,INS01118,Government-Aided,Rural,1818,88,20.66,73,54,0.6,22,8,0.73,0.53,322,92117,0.61,0.74,0.42,0.8,0.74,3537,0.05,Moderately_Balanced
1118,INS01119,Government-Aided,Urban,2117,145,14.6,47,33,0.61,42,9,0.45,0.3,957,58786,0.78,0.79,0.47,0.82,0.37,4695,0.08,Moderately_Balanced
1119,INS01120,Government-Aided,Urban,2117,72,29.4,117,38,0.67,20,12,0.61,0.39,835,70412,0.91,0.44,0.66,0.45,0.36,1270,0.33,Needs_Improvement
1120,INS01121,Private,Rural,2114,131,16.14,92,44,0.76,15,4,0.5,0.41,771,111791,0.81,0.47,0.38,0.67,0.4,2497,0.21,Needs_Improvement
1121,INS01122,Private,Urban,1815,132,13.75,42,45,0.9,3,3,0.68,0.29,199,69942,0.89,0.56,0.41,0.66,0.84,2731,0.18,Moderately_Balanced
1122,INS01123,Government-Aided,Rural,1540,133,11.58,32,45,0.55,42,14,0.54,0.36,180,117520,0.48,0.65,0.85,0.64,0.64,1730,0.2,Needs_Improvement
1123,INS01124,Government-Aided,Semi-Urban,619,67,9.24,69,42,0.49,45,4,0.66,0.87,174,77079,0.7,0.56,0.87,0.57,0.55,4414,0.22,Needs_Improvement
1124,INS01125,Government-Aided,Rural,698,50,13.96,47,43,0.65,7,3,0.8,0.63,958,19348,0.73,0.51,0.3,0.66,0.5,2810,0.08,Needs_Improvement
1125,INS01126,Private,Semi-Urban,2214,56,39.54,29,51,0.57,5,6,0.63,0.79,176,9533,0.79,0.89,0.82,0.68,0.65,3387,0.23,Moderately_Balanced
1126,INS01127,Government-Aided,Urban,404,127,3.18,75,50,0.74,52,1,0.51,0.44,934,6422,0.51,0.42,0.86,0.73,0.4,4050,0.3,Needs_Improvement
1127,INS01128,Government-Aided,Urban,995,47,21.17,25,38,0.8,54,2,0.52,0.34,741,80747,0.78,0.9,0.62,0.61,0.72,1747,0.22,Moderately_Balanced
1128,INS01129,Public,Semi-Urban,629,89,7.07,50,33,0.61,26,8,0.87,0.51,403,95776,0.52,0.88,0.57,0.92,0.58,1956,0.31,Moderately_Balanced
1129,INS01130,Public,Urban,959,33,29.06,29,39,0.79,50,3,0.81,0.81,886,19735,0.48,0.76,0.85,0.59,0.87,2465,0.09,Moderately_Balanced
1130,INS01131,Private,Semi-Urban,1120,141,7.94,67,64,0.62,56,4,0.42,0.46,642,57595,0.68,0.42,0.3,0.89,0.8,3643,0.3,Moderately_Balanced
1131,INS01132,Government-Aided,Urban,2272,35,64.91,76,38,0.77,35,12,0.89,0.39,303,113917,0.75,0.52,0.8,0.84,0.36,2367,0.25,Needs_Improvement
1132,INS01133,Government-Aided,Rural,2093,44,47.57,62,45,0.77,59,1,0.46,0.27,797,83827,0.93,0.92,0.48,0.66,0.45,2219,0.23,Moderately_Balanced
1133,INS01134,Public,Urban,761,85,8.95,108,47,0.59,35,3,0.74,0.69,470,16870,0.8,0.88,0.68,0.67,0.63,4491,0.23,Moderately_Balanced
1134,INS01135,Private,Rural,1907,57,33.46,29,39,0.77,23,1,0.69,0.56,381,79286,0.75,0.91,0.49,0.88,0.75,1371,0.09,Highly_Balanced
1135,INS01136,Public,Rural,1975,122,16.19,77,50,0.64,5,11,0.42,0.43,496,89452,0.56,0.93,0.61,0.67,0.78,1942,0.24,Moderately_Balanced
1136,INS01137,Public,Semi-Urban,2374,117,20.29,101,44,0.62,42,10,0.55,0.61,163,101672,0.53,0.43,0.78,0.77,0.84,2523,0.17,Needs_Improvement
1137,INS01138,Public,Urban,570,134,4.25,57,44,0.59,32,5,0.8,0.74,119,58913,0.75,0.7,0.41,0.85,0.38,2131,0.07,Moderately_Balanced
1138,INS01139,Public,Semi-Urban,684,59,11.59,64,40,0.62,1,1,0.56,0.42,276,83306,0.56,0.84,0.7,0.9,0.36,2666,0.11,Moderately_Balanced
1139,INS01140,Government-Aided,Urban,359,83,4.33,74,69,0.84,40,12,0.65,0.68,649,16559,0.8,0.57,0.84,0.52,0.71,2637,0.18,Moderately_Balanced
1140,INS01141,Government-Aided,Rural,1430,108,13.24,73,66,0.57,15,9,0.76,0.43,357,34510,0.51,0.63,0.84,0.94,0.78,4287,0.35,Moderately_Balanced
1141,INS01142,Public,Rural,519,119,4.36,29,49,0.79,37,7,0.44,0.94,407,43828,0.62,0.55,0.84,0.93,0.82,3872,0.18,Moderately_Balanced
1142,INS01143,Private,Urban,1764,101,17.47,43,63,0.9,54,11,0.83,0.76,984,119793,0.84,0.42,0.61,0.56,0.44,1795,0.09,Needs_Improvement
1143,INS01144,Private,Urban,2206,96,22.98,89,51,0.63,58,8,0.42,0.67,744,106982,0.87,0.44,0.76,0.74,0.93,2232,0.32,Moderately_Balanced
1144,INS01145,Private,Semi-Urban,1895,78,24.29,96,47,0.46,8,9,0.54,0.37,151,116824,0.62,0.41,0.57,0.43,0.49,1324,0.06,Needs_Improvement
1145,INS01146,Private,Urban,395,110,3.59,54,45,0.46,50,10,0.8,0.66,646,80434,0.55,0.68,0.58,0.49,0.5,1245,0.09,Needs_Improvement
1146,INS01147,Public,Urban,1288,117,11.01,45,34,0.52,4,8,0.87,0.81,423,111439,0.93,0.73,0.47,0.72,0.44,2100,0.19,Moderately_Balanced
1147,INS01148,Government-Aided,Urban,1412,20,70.6,87,30,0.51,52,3,0.8,0.77,338,54942,0.83,0.56,0.47,0.76,0.38,2958,0.08,Needs_Improvement
1148,INS01149,Private,Semi-Urban,2245,32,70.16,100,48,0.82,9,7,0.52,0.79,486,86710,0.85,0.84,0.32,0.69,0.84,2497,0.22,Highly_Balanced
1149,INS01150,Public,Urban,1267,49,25.86,25,39,0.6,29,7,0.91,0.47,822,14003,0.56,0.87,0.62,0.79,0.35,4699,0.1,Needs_Improvement
1150,INS01151,Private,Rural,545,37,14.73,95,50,0.78,6,14,0.61,0.48,135,59097,0.66,0.47,0.49,0.84,0.63,2437,0.25,Needs_Improvement
1151,INS01152,Private,Semi-Urban,2458,97,25.34,111,42,0.47,28,7,0.6,0.63,832,62513,0.48,0.43,0.41,0.49,0.41,3030,0.09,Needs_Improvement
1152,INS01153,Public,Semi-Urban,533,51,10.45,76,53,0.6,1,12,0.85,0.45,76,93843,0.5,0.57,0.37,0.76,0.38,2033,0.29,Needs_Improvement
1153,INS01154,Government-Aided,Rural,1451,90,16.12,89,52,0.57,19,8,0.43,0.33,396,52613,0.56,0.78,0.51,0.71,0.91,1833,0.27,Moderately_Balanced
1154,INS01155,Government-Aided,Rural,1560,69,22.61,117,52,0.59,58,4,0.69,0.57,683,74981,0.6,0.67,0.84,0.46,0.85,2721,0.33,Needs_Improvement
1155,INS01156,Public,Rural,1102,135,8.16,22,40,0.55,3,11,0.9,0.25,295,68139,0.95,0.66,0.61,0.53,0.59,2665,0.07,Moderately_Balanced
1156,INS01157,Government-Aided,Urban,1717,132,13.01,65,31,0.76,27,6,0.45,0.78,517,18902,0.66,0.48,0.63,0.63,0.63,4594,0.22,Needs_Improvement
1157,INS01158,Public,Rural,954,99,9.64,71,35,0.78,7,2,0.68,0.77,943,77145,0.8,0.59,0.33,0.88,0.87,3083,0.26,Moderately_Balanced
1158,INS01159,Public,Urban,410,50,8.2,18,40,0.52,57,7,0.47,0.64,524,93024,0.9,0.91,0.61,0.52,0.83,4090,0.32,Moderately_Balanced
1159,INS01160,Public,Semi-Urban,389,70,5.56,50,44,0.82,34,9,0.86,0.77,185,105236,0.57,0.58,0.7,0.5,0.76,1785,0.19,Needs_Improvement
1160,INS01161,Government-Aided,Semi-Urban,1062,79,13.44,33,38,0.58,1,5,0.71,0.69,171,23135,0.52,0.71,0.39,0.8,0.67,2307,0.34,Moderately_Balanced
1161,INS01162,Public,Rural,1603,52,30.83,38,41,0.59,40,4,0.52,0.74,231,92120,0.57,0.43,0.89,0.94,0.71,1806,0.09,Moderately_Balanced
1162,INS01163,Private,Urban,1656,146,11.34,55,65,0.86,27,2,0.56,0.3,299,62792,0.89,0.43,0.85,0.65,0.59,3172,0.18,Needs_Improvement
1163,INS01164,Government-Aided,Rural,2479,145,17.1,63,57,0.9,10,7,0.67,0.87,345,105983,0.78,0.62,0.9,0.59,0.67,2786,0.13,Moderately_Balanced
1164,INS01165,Government-Aided,Rural,1336,60,22.27,96,52,0.86,35,2,0.78,0.7,121,14316,0.68,0.72,0.52,0.54,0.67,1628,0.1,Moderately_Balanced
1165,INS01166,Government-Aided,Urban,1764,38,46.42,111,56,0.52,8,2,0.65,0.68,402,6392,0.86,0.6,0.79,0.43,0.87,3679,0.14,Moderately_Balanced
1166,INS01167,Government-Aided,Rural,397,60,6.62,60,53,0.95,37,9,0.5,0.52,393,23202,0.57,0.49,0.5,0.5,0.48,2979,0.25,Needs_Improvement
1167,INS01168,Private,Semi-Urban,1443,104,13.88,50,43,0.79,0,2,0.77,0.27,784,6683,0.57,0.79,0.75,0.45,0.5,1830,0.19,Needs_Improvement
1168,INS01169,Government-Aided,Rural,592,108,5.48,24,64,0.71,26,10,0.46,0.88,300,82329,0.73,0.47,0.87,0.67,0.48,2117,0.1,Needs_Improvement
1169,INS01170,Government-Aided,Urban,2139,61,35.07,92,56,0.93,2,3,0.82,0.94,499,31431,0.85,0.75,0.39,0.94,0.7,2305,0.06,Highly_Balanced
1170,INS01171,Public,Urban,2034,139,14.63,21,50,0.86,38,3,0.61,0.82,484,50820,0.58,0.91,0.38,0.83,0.77,2235,0.33,Moderately_Balanced
1171,INS01172,Government-Aided,Semi-Urban,1324,42,31.52,26,42,0.8,8,2,0.74,0.89,612,80016,0.56,0.65,0.36,0.73,0.49,3454,0.14,Needs_Improvement
1172,INS01173,Private,Urban,951,52,18.29,100,37,0.87,39,10,0.58,0.33,472,7249,0.69,0.51,0.78,0.67,0.76,4198,0.09,Moderately_Balanced
1173,INS01174,Private,Urban,2496,39,64.0,105,63,0.64,27,3,0.75,0.34,292,14333,0.52,0.85,0.7,0.74,0.73,3601,0.09,Moderately_Balanced
1174,INS01175,Private,Semi-Urban,2391,109,21.94,62,52,0.79,20,9,0.86,0.87,589,116738,0.82,0.67,0.61,0.61,0.54,1244,0.13,Moderately_Balanced
1175,INS01176,Private,Rural,2206,123,17.93,51,38,0.55,27,11,0.76,0.29,476,48376,0.74,0.89,0.76,0.5,0.49,3851,0.12,Moderately_Balanced
1176,INS01177,Government-Aided,Semi-Urban,2021,31,65.19,89,30,0.94,44,11,0.75,0.32,935,83208,0.71,0.78,0.81,0.72,0.88,2670,0.13,Moderately_Balanced
1177,INS01178,Government-Aided,Rural,1367,70,19.53,50,65,0.74,23,11,0.79,0.82,533,27074,0.89,0.63,0.87,0.69,0.69,1391,0.12,Moderately_Balanced
1178,INS01179,Private,Semi-Urban,2116,25,84.64,74,45,0.86,17,3,0.66,0.64,358,92971,0.82,0.73,0.42,0.92,0.77,1883,0.18,Highly_Balanced
1179,INS01180,Private,Rural,552,110,5.02,91,54,0.65,50,5,0.51,0.52,540,110518,0.52,0.49,0.57,0.76,0.91,4651,0.28,Moderately_Balanced
1180,INS01181,Government-Aided,Semi-Urban,431,88,4.9,110,47,0.83,55,12,0.82,0.64,722,36054,0.66,0.61,0.85,0.83,0.47,3986,0.06,Needs_Improvement
1181,INS01182,Private,Rural,2207,142,15.54,22,63,0.64,8,7,0.74,0.87,142,61736,0.61,0.71,0.58,0.45,0.56,2624,0.11,Needs_Improvement
1182,INS01183,Public,Semi-Urban,2210,134,16.49,21,67,0.75,25,1,0.56,0.78,123,113887,0.85,0.71,0.59,0.82,0.61,4245,0.26,Moderately_Balanced
1183,INS01184,Private,Rural,1979,130,15.22,57,32,0.84,23,14,0.54,0.73,102,16584,0.81,0.71,0.87,0.94,0.49,4858,0.09,Moderately_Balanced
1184,INS01185,Private,Semi-Urban,1432,80,17.9,72,49,0.51,51,1,0.66,0.93,128,34834,0.69,0.79,0.74,0.76,0.85,4588,0.27,Moderately_Balanced
1185,INS01186,Public,Urban,1358,126,10.78,95,48,0.63,5,10,0.51,0.61,139,107506,0.86,0.46,0.63,0.81,0.4,4169,0.2,Needs_Improvement
1186,INS01187,Public,Rural,2225,97,22.94,100,42,0.72,58,13,0.86,0.25,471,30497,0.66,0.44,0.51,0.94,0.49,3660,0.31,Needs_Improvement
1187,INS01188,Government-Aided,Semi-Urban,486,114,4.26,60,46,0.62,52,2,0.81,0.55,921,68833,0.85,0.48,0.85,0.62,0.46,1955,0.05,Needs_Improvement
1188,INS01189,Government-Aided,Rural,1248,93,13.42,48,43,0.6,11,1,0.56,0.32,247,63053,0.47,0.82,0.31,0.85,0.92,2312,0.29,Moderately_Balanced
1189,INS01190,Public,Rural,563,67,8.4,98,59,0.59,35,1,0.43,0.33,286,42856,0.52,0.43,0.49,0.62,0.73,4275,0.22,Needs_Improvement
1190,INS01191,Public,Semi-Urban,2297,115,19.97,86,51,0.56,8,14,0.43,0.43,936,5446,0.83,0.52,0.87,0.63,0.78,4170,0.19,Moderately_Balanced
1191,INS01192,Government-Aided,Rural,821,50,16.42,36,58,0.87,9,14,0.55,0.52,637,73045,0.51,0.54,0.6,0.76,0.42,2777,0.09,Needs_Improvement
1192,INS01193,Private,Semi-Urban,1864,53,35.17,105,31,0.91,2,10,0.48,0.59,978,16479,0.79,0.74,0.67,0.54,0.47,1413,0.12,Needs_Improvement
1193,INS01194,Public,Urban,1082,106,10.21,112,37,0.8,48,4,0.85,0.37,515,48813,0.81,0.61,0.62,0.95,0.84,1351,0.29,Highly_Balanced
1194,INS01195,Government-Aided,Rural,834,102,8.18,35,43,0.46,28,10,0.62,0.47,236,78085,0.78,0.51,0.54,0.58,0.69,3266,0.09,Needs_Improvement
1195,INS01196,Private,Urban,509,66,7.71,29,63,0.84,6,12,0.58,0.44,659,6072,0.86,0.64,0.7,0.47,0.38,3288,0.21,Needs_Improvement
1196,INS01197,Public,Rural,2393,148,16.17,19,42,0.72,25,12,0.51,0.51,305,49648,0.71,0.76,0.76,0.58,0.69,4874,0.11,Moderately_Balanced
1197,INS01198,Private,Rural,1863,144,12.94,116,39,0.83,7,3,0.84,0.33,869,36376,0.9,0.82,0.52,0.87,0.64,2946,0.2,Highly_Balanced
1198,INS01199,Government-Aided,Rural,325,96,3.39,31,37,0.67,42,1,0.81,0.53,390,24512,0.73,0.47,0.65,0.57,0.44,1694,0.13,Needs_Improvement
1199,INS01200,Public,Semi-Urban,474,22,21.55,86,36,0.47,12,3,0.6,0.64,680,49557,0.7,0.78,0.35,0.74,0.71,1560,0.16,Moderately_Balanced
1200,INS01201,Private,Urban,1839,111,16.57,33,42,0.79,34,1,0.49,0.32,682,115930,0.7,0.4,0.63,0.91,0.45,3388,0.29,Needs_Improvement
1201,INS01202,Public,Rural,1634,119,13.73,19,55,0.67,18,3,0.9,0.61,592,11839,0.91,0.78,0.75,0.54,0.84,3313,0.06,Moderately_Balanced
1202,INS01203,Private,Semi-Urban,621,146,4.25,37,61,0.89,45,4,0.56,0.78,689,58270,0.57,0.75,0.65,0.47,0.72,3082,0.33,Needs_Improvement
1203,INS01204,Government-Aided,Rural,1902,87,21.86,97,48,0.82,21,11,0.8,0.26,193,94665,0.8,0.65,0.83,0.45,0.87,3311,0.15,Moderately_Balanced
1204,INS01205,Government-Aided,Semi-Urban,1458,109,13.38,28,44,0.63,15,13,0.64,0.28,975,30012,0.57,0.47,0.47,0.64,0.6,3703,0.23,Needs_Improvement
1205,INS01206,Public,Rural,354,108,3.28,24,31,0.81,14,11,0.81,0.58,293,26388,0.5,0.81,0.6,0.46,0.66,4411,0.12,Needs_Improvement
1206,INS01207,Private,Urban,1866,29,64.34,45,66,0.7,1,14,0.65,0.86,849,38361,0.93,0.44,0.35,0.65,0.81,2764,0.16,Moderately_Balanced
1207,INS01208,Public,Urban,1909,27,70.7,27,48,0.55,37,14,0.88,0.95,775,48520,0.51,0.87,0.72,0.87,0.68,2636,0.19,Moderately_Balanced
1208,INS01209,Public,Rural,2172,31,70.06,36,62,0.66,20,8,0.82,0.32,500,18284,0.79,0.81,0.57,0.83,0.69,1413,0.26,Moderately_Balanced
1209,INS01210,Private,Semi-Urban,2494,83,30.05,51,68,0.56,29,3,0.54,0.26,704,70812,0.66,0.79,0.62,0.72,0.68,2509,0.31,Moderately_Balanced
1210,INS01211,Private,Rural,1808,137,13.2,53,62,0.45,6,3,0.62,0.41,848,25971,0.87,0.8,0.38,0.87,0.64,1784,0.31,Moderately_Balanced
1211,INS01212,Private,Semi-Urban,2367,78,30.35,24,30,0.57,30,13,0.45,0.58,78,13274,0.84,0.44,0.9,0.46,0.83,3956,0.15,Needs_Improvement
1212,INS01213,Government-Aided,Rural,632,69,9.16,45,68,0.55,40,9,0.87,0.65,438,106687,0.52,0.92,0.76,0.74,0.64,3117,0.08,Moderately_Balanced
1213,INS01214,Public,Semi-Urban,1878,59,31.83,57,57,0.45,40,11,0.44,0.93,641,84973,0.68,0.86,0.54,0.46,0.89,1811,0.33,Moderately_Balanced
1214,INS01215,Public,Urban,1206,141,8.55,113,46,0.84,48,9,0.41,0.87,425,51305,0.46,0.67,0.64,0.67,0.84,1212,0.06,Moderately_Balanced
1215,INS01216,Government-Aided,Rural,1210,116,10.43,91,35,0.49,54,6,0.66,0.64,389,45321,0.66,0.78,0.67,0.65,0.77,2353,0.31,Moderately_Balanced
1216,INS01217,Private,Urban,700,146,4.79,108,49,0.67,34,10,0.71,0.5,939,38235,0.8,0.79,0.88,0.55,0.89,3792,0.06,Moderately_Balanced
1217,INS01218,Government-Aided,Urban,1249,106,11.78,112,42,0.66,3,4,0.52,0.47,234,85670,0.57,0.84,0.76,0.86,0.67,4019,0.34,Moderately_Balanced
1218,INS01219,Government-Aided,Rural,1629,96,16.97,50,41,0.54,33,10,0.7,0.65,326,75796,0.86,0.54,0.51,0.53,0.84,1639,0.05,Moderately_Balanced
1219,INS01220,Government-Aided,Rural,2375,140,16.96,49,59,0.93,0,5,0.87,0.75,84,70037,0.48,0.6,0.89,0.7,0.5,3833,0.06,Needs_Improvement
1220,INS01221,Public,Semi-Urban,2210,130,17.0,82,50,0.75,9,13,0.73,0.59,418,5997,0.47,0.82,0.48,0.67,0.39,3688,0.2,Needs_Improvement
1221,INS01222,Government-Aided,Semi-Urban,400,148,2.7,69,31,0.86,29,9,0.64,0.46,899,105683,0.46,0.81,0.65,0.64,0.76,2064,0.25,Moderately_Balanced
1222,INS01223,Public,Urban,850,60,14.17,82,47,0.7,31,1,0.48,0.68,431,108352,0.59,0.68,0.72,0.42,0.53,3505,0.16,Needs_Improvement
1223,INS01224,Public,Semi-Urban,2005,42,47.74,61,57,0.81,2,7,0.49,0.64,271,47252,0.68,0.61,0.46,0.78,0.73,1324,0.23,Moderately_Balanced
1224,INS01225,Public,Semi-Urban,652,97,6.72,20,33,0.93,9,11,0.65,0.55,317,74631,0.5,0.91,0.87,0.41,0.4,2926,0.3,Needs_Improvement
1225,INS01226,Private,Rural,1318,30,43.93,42,35,0.62,8,7,0.64,0.77,167,14559,0.95,0.62,0.43,0.85,0.92,4027,0.29,Highly_Balanced
1226,INS01227,Public,Semi-Urban,1479,90,16.43,44,67,0.7,16,10,0.67,0.45,247,100207,0.95,0.8,0.57,0.55,0.66,2367,0.32,Moderately_Balanced
1227,INS01228,Public,Urban,1397,45,31.04,41,38,0.71,46,1,0.66,0.59,830,49894,0.71,0.62,0.41,0.47,0.36,3307,0.1,Needs_Improvement
1228,INS01229,Private,Semi-Urban,1279,49,26.1,83,49,0.95,2,14,0.58,0.91,739,28409,0.73,0.56,0.82,0.63,0.64,4498,0.12,Needs_Improvement
1229,INS01230,Public,Urban,1655,121,13.68,53,59,0.57,26,1,0.76,0.76,216,37861,0.91,0.74,0.43,0.71,0.82,3687,0.23,Moderately_Balanced
1230,INS01231,Government-Aided,Rural,1038,88,11.8,49,66,0.79,52,14,0.51,0.52,262,79650,0.83,0.83,0.32,0.57,0.87,4088,0.27,Moderately_Balanced
1231,INS01232,Government-Aided,Urban,1276,80,15.95,117,67,0.52,34,9,0.84,0.63,722,70123,0.53,0.92,0.32,0.47,0.63,3378,0.08,Needs_Improvement
1232,INS01233,Public,Semi-Urban,1671,125,13.37,58,33,0.91,3,7,0.5,0.53,190,49101,0.85,0.48,0.55,0.41,0.43,3979,0.1,Needs_Improvement
1233,INS01234,Private,Rural,2101,42,50.02,29,67,0.75,3,4,0.62,0.33,773,77829,0.57,0.86,0.61,0.79,0.89,2403,0.33,Moderately_Balanced
1234,INS01235,Government-Aided,Semi-Urban,2449,132,18.55,97,42,0.88,48,9,0.51,0.48,482,88829,0.67,0.68,0.32,0.89,0.94,1727,0.06,Moderately_Balanced
1235,INS01236,Private,Rural,1252,49,25.55,108,64,0.9,31,12,0.72,0.85,277,98566,0.72,0.46,0.36,0.46,0.39,2711,0.17,Needs_Improvement
1236,INS01237,Private,Rural,780,86,9.07,116,59,0.73,37,5,0.65,0.57,491,18499,0.81,0.82,0.36,0.53,0.4,1922,0.11,Needs_Improvement
1237,INS01238,Government-Aided,Semi-Urban,1537,140,10.98,46,33,0.79,10,3,0.59,0.66,992,68993,0.53,0.58,0.7,0.41,0.69,2682,0.28,Needs_Improvement
1238,INS01239,Private,Semi-Urban,407,102,3.99,118,54,0.8,43,2,0.65,0.38,170,32205,0.49,0.86,0.48,0.89,0.67,3477,0.31,Moderately_Balanced
1239,INS01240,Government-Aided,Rural,1272,81,15.7,43,60,0.68,54,9,0.62,0.5,927,93974,0.88,0.48,0.64,0.64,0.7,2397,0.12,Moderately_Balanced
1240,INS01241,Private,Rural,1926,76,25.34,77,41,0.67,59,4,0.84,0.9,449,36031,0.86,0.78,0.34,0.91,0.54,1486,0.23,Moderately_Balanced
1241,INS01242,Government-Aided,Semi-Urban,1003,20,50.15,20,44,0.54,38,7,0.46,0.47,401,70469,0.71,0.56,0.84,0.66,0.38,3248,0.3,Needs_Improvement
1242,INS01243,Public,Urban,2433,121,20.11,104,55,0.64,44,1,0.81,0.43,436,64148,0.78,0.54,0.48,0.87,0.7,2203,0.23,Moderately_Balanced
1243,INS01244,Government-Aided,Semi-Urban,1174,88,13.34,41,39,0.95,5,9,0.74,0.29,319,104462,0.81,0.43,0.77,0.92,0.44,2662,0.23,Moderately_Balanced
1244,INS01245,Government-Aided,Rural,1747,78,22.4,113,41,0.58,54,12,0.58,0.32,256,102900,0.69,0.66,0.8,0.58,0.55,1741,0.17,Needs_Improvement
1245,INS01246,Government-Aided,Semi-Urban,2407,65,37.03,42,51,0.83,34,9,0.88,0.66,172,114716,0.58,0.61,0.89,0.75,0.7,4222,0.25,Moderately_Balanced
1246,INS01247,Government-Aided,Urban,1573,125,12.58,19,69,0.48,52,10,0.49,0.71,310,10221,0.69,0.43,0.74,0.77,0.48,2751,0.34,Needs_Improvement
1247,INS01248,Private,Semi-Urban,859,53,16.21,55,50,0.68,45,6,0.56,0.7,438,103661,0.93,0.52,0.57,0.41,0.68,4339,0.14,Needs_Improvement
1248,INS01249,Public,Rural,416,120,3.47,70,64,0.48,31,6,0.59,0.63,596,111637,0.87,0.66,0.39,0.64,0.78,4359,0.11,Moderately_Balanced
1249,INS01250,Government-Aided,Semi-Urban,1173,116,10.11,68,36,0.69,45,14,0.74,0.59,446,113290,0.68,0.83,0.33,0.87,0.39,1367,0.34,Moderately_Balanced
1250,INS01251,Private,Rural,1267,48,26.4,94,47,0.46,22,6,0.89,0.3,471,39986,0.56,0.89,0.83,0.92,0.72,2822,0.07,Moderately_Balanced
1251,INS01252,Public,Rural,1868,142,13.15,119,56,0.76,41,5,0.71,0.84,781,61684,0.89,0.67,0.57,0.89,0.66,1216,0.3,Moderately_Balanced
1252,INS01253,Public,Semi-Urban,343,92,3.73,32,64,0.74,36,11,0.85,0.61,209,12906,0.77,0.61,0.75,0.94,0.41,3241,0.32,Moderately_Balanced
1253,INS01254,Public,Rural,808,23,35.13,91,31,0.85,25,1,0.87,0.34,178,48019,0.65,0.91,0.6,0.76,0.77,4261,0.12,Moderately_Balanced
1254,INS01255,Public,Rural,2311,57,40.54,57,61,0.74,33,4,0.64,0.35,943,79806,0.51,0.91,0.83,0.53,0.54,1810,0.18,Needs_Improvement
1255,INS01256,Government-Aided,Urban,1488,39,38.15,103,44,0.91,37,10,0.65,0.61,926,62845,0.83,0.5,0.75,0.72,0.46,3623,0.09,Needs_Improvement
